city,diurn_mean,ndvi,avg_temp,max_temp,humidity_perc_rlt,temp
iq,9.13214,0.26081,25.02619,31.87143,86.5242857143,18.45524
iq,9.20536,0.19144,24.90333,32.46429,85.6557142857,18.3081
iq,8.95,0.21627,24.70952,31.90714,93.0557142857,19.24476
iq,9.1875,0.28236,24.82,33.1,92.7771428571,18.79524
iq,10.50571,0.34022,25.4081,33.95,92.0485714286,19.83095
iq,10.92143,0.21566,25.76048,34.3,91.0928571429,19.53762
iq,10.28393,0.44151,25.87143,33.7,90.7271428571,19.6481
iq,13.81607,0.31068,27.17857,37.9,78.2771428571,18.80571
iq,11.6381,0.31743,26.85016,36.25,84.4914285714,19.59857
iq,11.94107,0.32673,26.65095,36.25,83.05,19.54238
iq,10.13452,0.25053,25.71032,34.55,92.6528571429,20.0381
iq,10.08571,0.25983,25.93905,34.65,88.5257142857,19.67524
iq,10.30357,0.37537,26.01048,36.65,90.1814285714,19.92905
iq,12.99702,0.37998,27.74008,36.6,79.5028571429,19.19762
iq,12.99048,0.18137,28.51397,37.2,78.4542857143,20.21
iq,9.53571,0.2887,26.23333,36.1,88.8571428571,20.26429
iq,9.39048,0.27181,26.06206,33.75,93.8542857143,20.89667
iq,9.96071,0.19396,26.52429,35.25,92.6085714286,21.13667
iq,9.59286,0.47986,26.60429,34.9,95.29,21.45714
iq,11.44048,0.3264,27.00667,36.3,88.3285714286,20.4119
iq,9.95714,0.18722,27.0546,34.35,94.1414285714,22.10286
iq,7.725,0.27858,26.11714,33.3,95.26,21.7719
iq,8.89143,0.17219,26.06667,32.95,94.64,21.17429
iq,10.1875,0.29253,26.88857,35.45,88.5514285714,20.87238
iq,10.60357,0.2099,26.87024,34.15,91.7771428571,21.25667
iq,11.18143,0.2275,27.46952,35.35,81.8685714286,20.29762
iq,10.24071,0.14642,26.73468,34.275,88.54571428575,20.71476
iq,9.3,0.20912,25.99984,33.2,95.2228571429,21.1319
iq,6.97714,0.21452,25.09238,32.15,98.61,21.02143
iq,8.59286,0.2011,25.21032,32.25,92.4671428571,19.84286
iq,9.89643,0.17315,25.9819,32.65,94.9285714286,20.8981
iq,8.75952,0.2559,25.68841,32.35,97.0071428571,21.19143
iq,9.75238,0.15121,25.96476,33.85,94.2342857143,20.50333
iq,9.68429,0.17702,26.13333,34.35,92.9057142857,20.65238
iq,8.79571,0.29939,25.6119,33.4,95.1214285714,20.84095
iq,9.125,0.35584,26.41476,33.3,94.3785714286,21.10476
iq,8.91429,0.20243,25.45762,32.4,98.1342857143,20.95619
iq,8.34286,0.19127,25.80524,32.65,95.7085714286,20.8019
iq,8.92857,0.26295,25.99143,32.35,94.9028571429,20.8381
iq,8.82143,0.08416,25.86048,32.85,96.3957142857,21.04048
iq,9.94762,0.14461,25.97444,34.4,89.6728571429,20.2581
iq,8.60952,0.19839,25.05238,32.35,97.3,20.41333
iq,6.84286,0.21115,25.54143,32.5,96.6642857143,21.31381
iq,8.51071,0.29567,25.62524,32.3,95.0785714286,20.87238
iq,8.82143,0.2321,26.06857,34.4,95.1,20.84143
iq,10.24821,0.22646,26.22976,34.25,93.2985714286,20.66
iq,10.76071,0.27558,26.5319,34.35,91.79,20.49952
iq,7.94048,0.19783,25.27524,33.25,97.7428571429,20.48143
iq,8.93571,0.10755,25.00143,31.75,95.5071428571,20.0081
iq,7.4381,0.17196,23.18317,32.85,94.13,18.28095
iq,9.30714,0.33601,24.79857,32.85,93.9714285714,19.1419
iq,9.88393,0.22907,25.70452,33.0,94.5557142857,20.49238
iq,9.67143,0.20146,25.24143,32.5,94.5385714286,19.86048
iq,9.44762,0.32638,24.88619,33.3,95.3857142857,19.61571
iq,8.84821,0.27187,25.00548,34.15,94.6242857143,19.94381
iq,9.88929,0.23148,25.14667,32.95,88.23,18.90429
iq,10.62857,0.14475,25.44095,34.2,89.9714285714,19.19952
iq,11.92857,0.40848,26.07452,35.15,87.8114285714,19.08714
iq,11.42143,0.37933,26.68095,34.3,87.11,19.88238
iq,11.89429,0.2385,27.03476,36.25,80.64,19.51238
iq,12.39286,0.22368,27.63952,36.8,88.1771428571,20.92238
iq,10.42143,0.50398,25.81286,33.1,94.9928571429,20.70905
iq,13.5881,0.22203,27.92413,37.2,75.2328571429,19.09333
iq,12.175,0.2706,27.71143,37.1,78.1185714286,19.42381
iq,12.15,0.28027,27.73984,36.9,83.7628571429,20.35238
iq,10.36964,0.23704,26.51857,34.8,91.5757142857,20.81381
iq,10.47286,0.26543,26.82524,35.05,89.31,20.94857
iq,11.26786,0.28882,27.49571,36.25,79.2228571429,20.0819
iq,10.38571,0.33231,26.95825,34.75,90.6571428571,21.21
iq,9.83143,0.277,26.85,36.5,93.8085714286,21.71571
iq,11.45952,0.3461,27.83556,36.75,90.3728571429,21.09238
iq,11.20857,0.3992,28.34905,35.5,84.3114285714,21.68
iq,12.13095,0.3745,28.37857,37.1,80.7871428571,20.93857
iq,10.27381,0.32673,27.50111,35.95,89.5942857143,21.72571
iq,9.06607,0.355,26.90786,35.6,91.7085714286,21.58048
iq,10.72143,0.22788,27.47571,35.4,87.7528571429,21.1
iq,8.89821,0.22549,26.63238,35.05,92.9585714286,21.50238
iq,6.72857,0.24724,25.52238,31.05,96.8857142857,21.19571
iq,9.21429,0.199,26.49214,33.2,87.57857142854999,20.34071
iq,11.7,0.15075,27.4619,35.35,78.2714285714,19.48571
iq,10.22857,0.14761,26.68873,34.6,89.8071428571,20.78524
iq,9.94762,0.24318,27.44984,35.0,87.6414285714,21.17714
iq,9.10286,0.24351,26.56857,35.3,91.7985714286,21.31762
iq,8.79048,0.14237,26.96571,33.65,90.6485714286,21.55333
iq,7.31429,0.20559,26.31,33.2,96.5157142857,22.20476
iq,10.60714,0.25361,27.29952,35.85,88.3657142857,21.46571
iq,9.26571,0.28063,27.14095,35.3,94.9157142857,22.16714
iq,8.07143,0.14293,26.83381,34.35,97.7,22.22381
iq,9.43214,0.31795,27.16,34.65,96.25,21.94429
iq,10.41429,0.29217,28.04,35.2,96.1242857143,22.47048
iq,8.68095,0.28982,26.92365,34.7,93.0828571429,21.74143
iq,10.90714,0.18559,27.21683,35.7,88.7071428571,20.96095
iq,10.00714,0.2445,27.52905,35.4,95.1828571429,22.43
iq,8.41429,0.15855,26.33762,33.65,93.6557142857,21.31
iq,8.67857,0.27556,26.59857,32.6,95.9957142857,22.07571
iq,10.19107,0.27869,27.30905,35.8,87.6571428571,21.01238
iq,7.65714,0.27866,25.93429,32.45,96.7128571429,21.35952
iq,8.29286,0.15146,25.5381,33.35,97.4457142857,21.07667
iq,10.22143,0.25959,25.32968,34.85,78.9985714286,17.89524
iq,10.86667,0.30263,27.57968,36.05,88.7657142857,21.42048
iq,8.98571,0.17056,26.3854,35.1,91.6,20.60762
iq,7.2,0.2193,24.19714,32.35,94.28,19.60333
iq,8.30238,0.29601,24.43349,32.15,94.66,19.69667
iq,10.45714,0.28028,26.46929,34.25,89.0828571429,20.30429
